SUMLEV,STATE,COUNTY,PLACE,COUSUB,CONCIT,PRIMGEO_FLAG,FUNCSTAT,NAME,STNAME, CENSUS2010POP , ESTIMATESBASE2010 , POPESTIMATE2010 , POPESTIMATE2011 , POPESTIMATE2012 , POPESTIMATE2013 , POPESTIMATE2014 , POPESTIMATE2015 , POPESTIMATE2016 , POPESTIMATE2017 
157,34,3,15820,0,0,0,A,Cresskill borough,New Jersey,"  8,573.00 ","  8,551.00 ","  8,569.00 ","  8,635.00 ","  8,683.00 ","  8,737.00 ","  8,769.00 ","  8,801.00 ","  8,807.00 ","  8,935.00 "
157,34,3,17530,0,0,0,A,Demarest borough,New Jersey,"  4,881.00 ","  4,881.00 ","  4,919.00 ","  4,969.00 ","  4,988.00 ","  5,023.00 ","  5,030.00 ","  5,048.00 ","  5,017.00 ","  5,032.00 "
157,34,3,18400,0,0,0,A,Dumont borough,New Jersey,"  17,479.00 ","  17,401.00 ","  17,432.00 ","  17,569.00 ","  17,668.00 ","  17,762.00 ","  17,838.00 ","  17,915.00 ","  17,933.00 ","  17,998.00 "
157,34,3,19510,0,0,0,A,East Rutherford borough,New Jersey,"  8,913.00 ","  8,913.00 ","  8,929.00 ","  8,993.00 ","  9,032.00 ","  9,076.00 ","  9,117.00 ","  9,161.00 ","  9,890.00 ","  9,928.00 "
157,34,3,20020,0,0,0,A,Edgewater borough,New Jersey,"  11,513.00 ","  11,516.00 ","  11,536.00 ","  11,651.00 ","  11,719.00 ","  11,974.00 ","  12,387.00 ","  12,035.00 ","  12,087.00 ","  12,368.00 "
157,34,3,21300,0,0,0,A,Elmwood Park borough,New Jersey,"  19,403.00 ","  19,453.00 ","  19,490.00 ","  19,638.00 ","  19,751.00 ","  20,153.00 ","  20,245.00 ","  20,324.00 ","  20,352.00 ","  20,429.00 "
157,34,3,21450,0,0,0,A,Emerson borough,New Jersey,"  7,401.00 ","  7,385.00 ","  7,398.00 ","  7,507.00 ","  7,556.00 ","  7,612.00 ","  7,644.00 ","  7,678.00 ","  7,694.00 ","  7,739.00 "
157,34,3,21480,0,0,0,A,Englewood city,New Jersey,"  27,147.00 ","  27,119.00 ","  27,159.00 ","  27,360.00 ","  27,817.00 ","  27,965.00 ","  28,389.00 ","  28,521.00 ","  28,552.00 ","  29,112.00 "
157,34,3,21510,0,0,0,A,Englewood Cliffs borough,New Jersey,"  5,281.00 ","  5,307.00 ","  5,325.00 ","  5,363.00 ","  5,381.00 ","  5,410.00 ","  5,424.00 ","  5,428.00 ","  5,425.00 ","  5,453.00 "
157,34,3,22470,0,0,0,A,Fair Lawn borough,New Jersey,"  32,457.00 ","  32,413.00 ","  32,473.00 ","  32,725.00 ","  32,953.00 ","  33,133.00 ","  33,276.00 ","  33,542.00 ","  33,580.00 ","  33,710.00 "
157,34,3,22560,0,0,0,A,Fairview borough,New Jersey,"  13,835.00 ","  13,839.00 ","  13,874.00 ","  14,028.00 ","  14,104.00 ","  14,247.00 ","  14,410.00 ","  14,450.00 ","  14,473.00 ","  14,537.00 "
157,34,3,24420,0,0,0,A,Fort Lee borough,New Jersey,"  35,345.00 ","  35,381.00 ","  35,477.00 ","  35,762.00 ","  36,005.00 ","  36,435.00 ","  36,581.00 ","  36,707.00 ","  37,708.00 ","  37,907.00 "
157,34,3,24990,0,0,0,A,Franklin Lakes borough,New Jersey,"  10,590.00 ","  10,585.00 ","  10,607.00 ","  10,703.00 ","  10,757.00 ","  10,820.00 ","  10,884.00 ","  10,890.00 ","  10,892.00 ","  11,255.00 "
157,34,3,25770,0,0,0,A,Garfield city,New Jersey,"  30,487.00 ","  30,489.00 ","  30,556.00 ","  30,784.00 ","  31,043.00 ","  31,288.00 ","  31,564.00 ","  31,794.00 ","  31,985.00 ","  32,393.00 "
157,34,3,26640,0,0,0,A,Glen Rock borough,New Jersey,"  11,601.00 ","  11,593.00 ","  11,616.00 ","  11,703.00 ","  11,766.00 ","  11,843.00 ","  11,941.00 ","  11,987.00 ","  11,987.00 ","  12,045.00 "
157,34,3,28680,0,0,0,A,Hackensack city,New Jersey,"  43,010.00 ","  43,008.00 ","  43,078.00 ","  43,390.00 ","  43,611.00 ","  43,829.00 ","  44,628.00 ","  44,818.00 ","  44,904.00 ","  45,248.00 "
157,34,3,30150,0,0,0,A,Harrington Park borough,New Jersey,"  4,664.00 ","  4,666.00 ","  4,674.00 ","  4,719.00 ","  4,746.00 ","  4,774.00 ","  4,797.00 ","  4,824.00 ","  4,823.00 ","  4,846.00 "
157,34,3,30420,0,0,0,A,Hasbrouck Heights borough,New Jersey,"  11,842.00 ","  11,841.00 ","  11,862.00 ","  11,961.00 ","  12,028.00 ","  12,103.00 ","  12,170.00 ","  12,223.00 ","  12,227.00 ","  12,277.00 "
157,34,3,30540,0,0,0,A,Haworth borough,New Jersey,"  3,382.00 ","  3,382.00 ","  3,388.00 ","  3,420.00 ","  3,427.00 ","  3,452.00 ","  3,460.00 ","  3,469.00 ","  3,475.00 ","  3,497.00 "
157,34,3,31920,0,0,0,A,Hillsdale borough,New Jersey,"  10,219.00 ","  10,204.00 ","  10,219.00 ","  10,292.00 ","  10,390.00 ","  10,446.00 ","  10,487.00 ","  10,532.00 ","  10,546.00 ","  10,581.00 "
157,34,3,32310,0,0,0,A,Ho-Ho-Kus borough,New Jersey,"  4,078.00 ","  4,078.00 ","  4,082.00 ","  4,117.00 ","  4,131.00 ","  4,136.00 ","  4,157.00 ","  4,163.00 ","  4,156.00 ","  4,183.00 "
157,34,3,40020,0,0,0,A,Leonia borough,New Jersey,"  8,937.00 ","  8,944.00 ","  8,960.00 ","  9,032.00 ","  9,085.00 ","  9,130.00 ","  9,169.00 ","  9,214.00 ","  9,226.00 ","  9,262.00 "
157,34,3,40680,0,0,0,A,Little Ferry borough,New Jersey,"  10,626.00 ","  10,632.00 ","  10,651.00 ","  10,740.00 ","  10,805.00 ","  10,865.00 ","  10,907.00 ","  10,959.00 ","  10,963.00 ","  11,000.00 "
157,34,3,41100,0,0,0,A,Lodi borough,New Jersey,"  24,136.00 ","  24,137.00 ","  24,184.00 ","  24,358.00 ","  24,495.00 ","  24,634.00 ","  24,727.00 ","  24,829.00 ","  24,856.00 ","  24,961.00 "
157,34,3,44880,0,0,0,A,Maywood borough,New Jersey,"  9,555.00 ","  9,555.00 ","  9,564.00 ","  9,597.00 ","  9,656.00 ","  9,726.00 ","  9,764.00 ","  9,801.00 ","  9,819.00 ","  9,860.00 "
157,34,3,46110,0,0,0,A,Midland Park borough,New Jersey,"  7,128.00 ","  7,135.00 ","  7,148.00 ","  7,203.00 ","  7,243.00 ","  7,282.00 ","  7,303.00 ","  7,334.00 ","  7,344.00 ","  7,384.00 "
157,34,3,47610,0,0,0,A,Montvale borough,New Jersey,"  7,844.00 ","  7,844.00 ","  7,866.00 ","  7,965.00 ","  8,099.00 ","  8,192.00 ","  8,305.00 ","  8,440.00 ","  8,538.00 ","  8,724.00 "
157,34,3,47700,0,0,0,A,Moonachie borough,New Jersey,"  2,708.00 ","  2,702.00 ","  2,707.00 ","  2,725.00 ","  2,735.00 ","  2,755.00 ","  2,767.00 ","  2,787.00 ","  2,789.00 ","  2,800.00 "
157,34,3,51660,0,0,0,A,New Milford borough,New Jersey,"  16,341.00 ","  16,341.00 ","  16,370.00 ","  16,487.00 ","  16,578.00 ","  16,657.00 ","  16,709.00 ","  16,797.00 ","  16,816.00 ","  16,868.00 "
157,34,3,52320,0,0,0,A,North Arlington borough,New Jersey,"  15,392.00 ","  15,392.00 ","  15,422.00 ","  15,571.00 ","  15,678.00 ","  15,761.00 ","  15,828.00 ","  15,899.00 ","  15,922.00 ","  16,009.00 "
157,34,3,53430,0,0,0,A,Northvale borough,New Jersey,"  4,640.00 ","  4,631.00 ","  4,645.00 ","  4,686.00 ","  4,716.00 ","  4,775.00 ","  4,790.00 ","  4,849.00 ","  4,950.00 ","  4,985.00 "
157,34,3,53610,0,0,0,A,Norwood borough,New Jersey,"  5,711.00 ","  5,718.00 ","  5,728.00 ","  5,765.00 ","  5,801.00 ","  5,823.00 ","  5,847.00 ","  5,874.00 ","  5,877.00 ","  5,895.00 "
157,34,3,53850,0,0,0,A,Oakland borough,New Jersey,"  12,754.00 ","  12,755.00 ","  12,780.00 ","  12,869.00 ","  12,948.00 ","  13,028.00 ","  13,097.00 ","  13,161.00 ","  13,174.00 ","  13,224.00 "
157,34,3,54870,0,0,0,A,Old Tappan borough,New Jersey,"  5,750.00 ","  5,750.00 ","  5,754.00 ","  5,831.00 ","  5,869.00 ","  5,927.00 ","  5,964.00 ","  6,014.00 ","  6,023.00 ","  6,042.00 "
157,34,3,54990,0,0,0,A,Oradell borough,New Jersey,"  7,978.00 ","  7,978.00 ","  7,992.00 ","  8,053.00 ","  8,095.00 ","  8,146.00 ","  8,175.00 ","  8,215.00 ","  8,246.00 ","  8,314.00 "
157,34,3,55770,0,0,0,A,Palisades Park borough,New Jersey,"  19,622.00 ","  19,610.00 ","  19,645.00 ","  19,853.00 ","  20,167.00 ","  20,482.00 ","  20,577.00 ","  20,724.00 ","  20,824.00 ","  20,988.00 "
157,34,3,55950,0,0,0,A,Paramus borough,New Jersey,"  26,342.00 ","  26,342.00 ","  26,378.00 ","  26,546.00 ","  26,679.00 ","  26,789.00 ","  26,868.00 ","  26,971.00 ","  26,975.00 ","  27,032.00 "
157,34,3,56130,0,0,0,A,Park Ridge borough,New Jersey,"  8,645.00 ","  8,653.00 ","  8,665.00 ","  8,731.00 ","  8,786.00 ","  8,832.00 ","  8,886.00 ","  8,921.00 ","  8,930.00 ","  8,944.00 "
157,34,3,61680,0,0,0,A,Ramsey borough,New Jersey,"  14,473.00 ","  14,519.00 ","  14,560.00 ","  14,701.00 ","  14,831.00 ","  14,966.00 ","  15,051.00 ","  15,145.00 ","  15,168.00 ","  15,242.00 "
157,34,3,62910,0,0,0,A,Ridgefield borough,New Jersey,"  11,032.00 ","  11,028.00 ","  11,048.00 ","  11,138.00 ","  11,212.00 ","  11,274.00 ","  11,317.00 ","  11,366.00 ","  11,396.00 ","  11,435.00 "
157,34,3,62940,0,0,0,A,Ridgefield Park village,New Jersey,"  12,729.00 ","  12,722.00 ","  12,745.00 ","  12,845.00 ","  12,918.00 ","  12,986.00 ","  13,037.00 ","  13,091.00 ","  13,104.00 ","  13,154.00 "
157,34,3,63000,0,0,0,A,Ridgewood village,New Jersey,"  24,958.00 ","  24,952.00 ","  24,993.00 ","  25,159.00 ","  25,279.00 ","  25,398.00 ","  25,480.00 ","  25,607.00 ","  25,620.00 ","  25,692.00 "
157,34,3,63360,0,0,0,A,River Edge borough,New Jersey,"  11,340.00 ","  11,340.00 ","  11,360.00 ","  11,448.00 ","  11,509.00 ","  11,571.00 ","  11,615.00 ","  11,665.00 ","  11,687.00 ","  11,724.00 "
157,34,3,64170,0,0,0,A,Rockleigh borough,New Jersey,  531.00 ,  531.00 ,  531.00 ,  525.00 ,  529.00 ,  531.00 ,  530.00 ,  533.00 ,  533.00 ,  534.00 
157,34,3,65280,0,0,0,A,Rutherford borough,New Jersey,"  18,061.00 ","  18,061.00 ","  18,092.00 ","  18,225.00 ","  18,318.00 ","  18,427.00 ","  18,508.00 ","  18,684.00 ","  18,698.00 ","  18,782.00 "
157,34,3,65400,0,0,0,A,Saddle River borough,New Jersey,"  3,152.00 ","  3,150.00 ","  3,163.00 ","  3,204.00 ","  3,234.00 ","  3,244.00 ","  3,245.00 ","  3,252.00 ","  3,251.00 ","  3,262.00 "
157,34,3,72420,0,0,0,A,Tenafly borough,New Jersey,"  14,488.00 ","  14,501.00 ","  14,535.00 ","  14,661.00 ","  14,766.00 ","  14,830.00 ","  14,878.00 ","  14,888.00 ","  14,897.00 ","  14,900.00 "
157,34,3,72480,0,0,0,A,Teterboro borough,New Jersey,  67.00 ,  67.00 ,  67.00 ,  68.00 ,  68.00 ,  68.00 ,  69.00 ,  69.00 ,  69.00 ,  69.00 
157,34,3,75140,0,0,0,A,Upper Saddle River borough,New Jersey,"  8,208.00 ","  8,167.00 ","  8,178.00 ","  8,242.00 ","  8,285.00 ","  8,317.00 ","  8,301.00 ","  8,334.00 ","  8,357.00 ","  8,415.00 "
157,34,3,76400,0,0,0,A,Waldwick borough,New Jersey,"  9,625.00 ","  9,598.00 ","  9,618.00 ","  9,703.00 ","  9,788.00 ","  9,859.00 ","  9,921.00 ","  10,051.00 ","  10,061.00 ","  10,092.00 "
157,34,3,76490,0,0,0,A,Wallington borough,New Jersey,"  11,335.00 ","  11,335.00 ","  11,353.00 ","  11,464.00 ","  11,528.00 ","  11,601.00 ","  11,658.00 ","  11,713.00 ","  11,729.00 ","  11,781.00 "
157,34,3,80270,0,0,0,A,Westwood borough,New Jersey,"  10,908.00 ","  10,928.00 ","  10,959.00 ","  11,046.00 ","  11,107.00 ","  11,161.00 ","  11,213.00 ","  11,264.00 ","  11,273.00 ","  11,326.00 "
157,34,3,82300,0,0,0,A,Woodcliff Lake borough,New Jersey,"  5,730.00 ","  5,722.00 ","  5,729.00 ","  5,764.00 ","  5,799.00 ","  5,809.00 ","  5,845.00 ","  5,914.00 ","  5,911.00 ","  5,903.00 "
157,34,3,82570,0,0,0,A,Wood-Ridge borough,New Jersey,"  7,626.00 ","  7,628.00 ","  7,642.00 ","  7,703.00 ","  7,876.00 ","  7,910.00 ","  7,939.00 ","  8,248.00 ","  8,630.00 ","  9,018.00 "
157,34,3,99990,0,0,0,F,Balance of Bergen County,New Jersey,"  143,244.00 ","  143,280.00 ","  143,527.00 ","  144,707.00 ","  145,569.00 ","  146,297.00 ","  147,598.00 ","  148,715.00 ","  149,210.00 ","  149,800.00 "
61,34,3,0,700,0,0,F,Allendale borough,New Jersey,"  6,505.00 ","  6,505.00 ","  6,519.00 ","  6,601.00 ","  6,659.00 ","  6,738.00 ","  6,782.00 ","  6,820.00 ","  6,876.00 ","  6,906.00 "
71,34,3,700,700,0,1,A,Allendale borough,New Jersey,"  6,505.00 ","  6,505.00 ","  6,519.00 ","  6,601.00 ","  6,659.00 ","  6,738.00 ","  6,782.00 ","  6,820.00 ","  6,876.00 ","  6,906.00 "
61,34,3,0,1090,0,0,F,Alpine borough,New Jersey,"  1,849.00 ","  1,817.00 ","  1,820.00 ","  1,834.00 ","  1,864.00 ","  1,874.00 ","  1,868.00 ","  1,873.00 ","  1,875.00 ","  1,890.00 "
71,34,3,1090,1090,0,1,A,Alpine borough,New Jersey,"  1,849.00 ","  1,817.00 ","  1,820.00 ","  1,834.00 ","  1,864.00 ","  1,874.00 ","  1,868.00 ","  1,873.00 ","  1,875.00 ","  1,890.00 "
61,34,3,0,5170,0,0,F,Bergenfield borough,New Jersey,"  26,764.00 ","  26,837.00 ","  26,882.00 ","  27,101.00 ","  27,335.00 ","  27,481.00 ","  27,592.00 ","  27,687.00 ","  27,742.00 ","  27,927.00 "
71,34,3,5170,5170,0,1,A,Bergenfield borough,New Jersey,"  26,764.00 ","  26,837.00 ","  26,882.00 ","  27,101.00 ","  27,335.00 ","  27,481.00 ","  27,592.00 ","  27,687.00 ","  27,742.00 ","  27,927.00 "
61,34,3,0,6490,0,0,F,Bogota borough,New Jersey,"  8,187.00 ","  8,183.00 ","  8,197.00 ","  8,261.00 ","  8,278.00 ","  8,322.00 ","  8,357.00 ","  8,394.00 ","  8,536.00 ","  8,567.00 "
71,34,3,6490,6490,0,1,A,Bogota borough,New Jersey,"  8,187.00 ","  8,183.00 ","  8,197.00 ","  8,261.00 ","  8,278.00 ","  8,322.00 ","  8,357.00 ","  8,394.00 ","  8,536.00 ","  8,567.00 "
61,34,3,0,10480,0,0,F,Carlstadt borough,New Jersey,"  6,127.00 ","  6,125.00 ","  6,131.00 ","  6,176.00 ","  6,206.00 ","  6,236.00 ","  6,253.00 ","  6,275.00 ","  6,271.00 ","  6,314.00 "
71,34,3,10480,10480,0,1,A,Carlstadt borough,New Jersey,"  6,127.00 ","  6,125.00 ","  6,131.00 ","  6,176.00 ","  6,206.00 ","  6,236.00 ","  6,253.00 ","  6,275.00 ","  6,271.00 ","  6,314.00 "
61,34,3,0,13570,0,0,F,Cliffside Park borough,New Jersey,"  23,594.00 ","  23,612.00 ","  23,678.00 ","  23,859.00 ","  24,494.00 ","  24,631.00 ","  24,727.00 ","  24,866.00 ","  24,973.00 ","  25,142.00 "
71,34,3,13570,13570,0,1,A,Cliffside Park borough,New Jersey,"  23,594.00 ","  23,612.00 ","  23,678.00 ","  23,859.00 ","  24,494.00 ","  24,631.00 ","  24,727.00 ","  24,866.00 ","  24,973.00 ","  25,142.00 "
61,34,3,0,13810,0,0,F,Closter borough,New Jersey,"  8,373.00 ","  8,415.00 ","  8,430.00 ","  8,497.00 ","  8,592.00 ","  8,649.00 ","  8,683.00 ","  8,702.00 ","  8,735.00 ","  8,766.00 "
71,34,3,13810,13810,0,1,A,Closter borough,New Jersey,"  8,373.00 ","  8,415.00 ","  8,430.00 ","  8,497.00 ","  8,592.00 ","  8,649.00 ","  8,683.00 ","  8,702.00 ","  8,735.00 ","  8,766.00 "
61,34,3,0,15820,0,0,F,Cresskill borough,New Jersey,"  8,573.00 ","  8,551.00 ","  8,569.00 ","  8,635.00 ","  8,683.00 ","  8,737.00 ","  8,769.00 ","  8,801.00 ","  8,807.00 ","  8,935.00 "
71,34,3,15820,15820,0,1,A,Cresskill borough,New Jersey,"  8,573.00 ","  8,551.00 ","  8,569.00 ","  8,635.00 ","  8,683.00 ","  8,737.00 ","  8,769.00 ","  8,801.00 ","  8,807.00 ","  8,935.00 "
61,34,3,0,17530,0,0,F,Demarest borough,New Jersey,"  4,881.00 ","  4,881.00 ","  4,919.00 ","  4,969.00 ","  4,988.00 ","  5,023.00 ","  5,030.00 ","  5,048.00 ","  5,017.00 ","  5,032.00 "
71,34,3,17530,17530,0,1,A,Demarest borough,New Jersey,"  4,881.00 ","  4,881.00 ","  4,919.00 ","  4,969.00 ","  4,988.00 ","  5,023.00 ","  5,030.00 ","  5,048.00 ","  5,017.00 ","  5,032.00 "
61,34,3,0,18400,0,0,F,Dumont borough,New Jersey,"  17,479.00 ","  17,401.00 ","  17,432.00 ","  17,569.00 ","  17,668.00 ","  17,762.00 ","  17,838.00 ","  17,915.00 ","  17,933.00 ","  17,998.00 "
71,34,3,18400,18400,0,1,A,Dumont borough,New Jersey,"  17,479.00 ","  17,401.00 ","  17,432.00 ","  17,569.00 ","  17,668.00 ","  17,762.00 ","  17,838.00 ","  17,915.00 ","  17,933.00 ","  17,998.00 "
61,34,3,0,19510,0,0,F,East Rutherford borough,New Jersey,"  8,913.00 ","  8,913.00 ","  8,929.00 ","  8,993.00 ","  9,032.00 ","  9,076.00 ","  9,117.00 ","  9,161.00 ","  9,890.00 ","  9,928.00 "
71,34,3,19510,19510,0,1,A,East Rutherford borough,New Jersey,"  8,913.00 ","  8,913.00 ","  8,929.00 ","  8,993.00 ","  9,032.00 ","  9,076.00 ","  9,117.00 ","  9,161.00 ","  9,890.00 ","  9,928.00 "
61,34,3,0,20020,0,0,F,Edgewater borough,New Jersey,"  11,513.00 ","  11,516.00 ","  11,536.00 ","  11,651.00 ","  11,719.00 ","  11,974.00 ","  12,387.00 ","  12,035.00 ","  12,087.00 ","  12,368.00 "
71,34,3,20020,20020,0,1,A,Edgewater borough,New Jersey,"  11,513.00 ","  11,516.00 ","  11,536.00 ","  11,651.00 ","  11,719.00 ","  11,974.00 ","  12,387.00 ","  12,035.00 ","  12,087.00 ","  12,368.00 "
61,34,3,0,21300,0,0,F,Elmwood Park borough,New Jersey,"  19,403.00 ","  19,453.00 ","  19,490.00 ","  19,638.00 ","  19,751.00 ","  20,153.00 ","  20,245.00 ","  20,324.00 ","  20,352.00 ","  20,429.00 "
71,34,3,21300,21300,0,1,A,Elmwood Park borough,New Jersey,"  19,403.00 ","  19,453.00 ","  19,490.00 ","  19,638.00 ","  19,751.00 ","  20,153.00 ","  20,245.00 ","  20,324.00 ","  20,352.00 ","  20,429.00 "
61,34,3,0,21450,0,0,F,Emerson borough,New Jersey,"  7,401.00 ","  7,385.00 ","  7,398.00 ","  7,507.00 ","  7,556.00 ","  7,612.00 ","  7,644.00 ","  7,678.00 ","  7,694.00 ","  7,739.00 "
71,34,3,21450,21450,0,1,A,Emerson borough,New Jersey,"  7,401.00 ","  7,385.00 ","  7,398.00 ","  7,507.00 ","  7,556.00 ","  7,612.00 ","  7,644.00 ","  7,678.00 ","  7,694.00 ","  7,739.00 "
61,34,3,0,21480,0,0,F,Englewood city,New Jersey,"  27,147.00 ","  27,119.00 ","  27,159.00 ","  27,360.00 ","  27,817.00 ","  27,965.00 ","  28,389.00 ","  28,521.00 ","  28,552.00 ","  29,112.00 "
71,34,3,21480,21480,0,1,A,Englewood city,New Jersey,"  27,147.00 ","  27,119.00 ","  27,159.00 ","  27,360.00 ","  27,817.00 ","  27,965.00 ","  28,389.00 ","  28,521.00 ","  28,552.00 ","  29,112.00 "
61,34,3,0,21510,0,0,F,Englewood Cliffs borough,New Jersey,"  5,281.00 ","  5,307.00 ","  5,325.00 ","  5,363.00 ","  5,381.00 ","  5,410.00 ","  5,424.00 ","  5,428.00 ","  5,425.00 ","  5,453.00 "
71,34,3,21510,21510,0,1,A,Englewood Cliffs borough,New Jersey,"  5,281.00 ","  5,307.00 ","  5,325.00 ","  5,363.00 ","  5,381.00 ","  5,410.00 ","  5,424.00 ","  5,428.00 ","  5,425.00 ","  5,453.00 "
61,34,3,0,22470,0,0,F,Fair Lawn borough,New Jersey,"  32,457.00 ","  32,413.00 ","  32,473.00 ","  32,725.00 ","  32,953.00 ","  33,133.00 ","  33,276.00 ","  33,542.00 ","  33,580.00 ","  33,710.00 "
71,34,3,22470,22470,0,1,A,Fair Lawn borough,New Jersey,"  32,457.00 ","  32,413.00 ","  32,473.00 ","  32,725.00 ","  32,953.00 ","  33,133.00 ","  33,276.00 ","  33,542.00 ","  33,580.00 ","  33,710.00 "
61,34,3,0,22560,0,0,F,Fairview borough,New Jersey,"  13,835.00 ","  13,839.00 ","  13,874.00 ","  14,028.00 ","  14,104.00 ","  14,247.00 ","  14,410.00 ","  14,450.00 ","  14,473.00 ","  14,537.00 "
71,34,3,22560,22560,0,1,A,Fairview borough,New Jersey,"  13,835.00 ","  13,839.00 ","  13,874.00 ","  14,028.00 ","  14,104.00 ","  14,247.00 ","  14,410.00 ","  14,450.00 ","  14,473.00 ","  14,537.00 "
61,34,3,0,24420,0,0,F,Fort Lee borough,New Jersey,"  35,345.00 ","  35,381.00 ","  35,477.00 ","  35,762.00 ","  36,005.00 ","  36,435.00 ","  36,581.00 ","  36,707.00 ","  37,708.00 ","  37,907.00 "
71,34,3,24420,24420,0,1,A,Fort Lee borough,New Jersey,"  35,345.00 ","  35,381.00 ","  35,477.00 ","  35,762.00 ","  36,005.00 ","  36,435.00 ","  36,581.00 ","  36,707.00 ","  37,708.00 ","  37,907.00 "
61,34,3,0,24990,0,0,F,Franklin Lakes borough,New Jersey,"  10,590.00 ","  10,585.00 ","  10,607.00 ","  10,703.00 ","  10,757.00 ","  10,820.00 ","  10,884.00 ","  10,890.00 ","  10,892.00 ","  11,255.00 "
71,34,3,24990,24990,0,1,A,Franklin Lakes borough,New Jersey,"  10,590.00 ","  10,585.00 ","  10,607.00 ","  10,703.00 ","  10,757.00 ","  10,820.00 ","  10,884.00 ","  10,890.00 ","  10,892.00 ","  11,255.00 "
61,34,3,0,25770,0,0,F,Garfield city,New Jersey,"  30,487.00 ","  30,489.00 ","  30,556.00 ","  30,784.00 ","  31,043.00 ","  31,288.00 ","  31,564.00 ","  31,794.00 ","  31,985.00 ","  32,393.00 "
71,34,3,25770,25770,0,1,A,Garfield city,New Jersey,"  30,487.00 ","  30,489.00 ","  30,556.00 ","  30,784.00 ","  31,043.00 ","  31,288.00 ","  31,564.00 ","  31,794.00 ","  31,985.00 ","  32,393.00 "
61,34,3,0,26640,0,0,F,Glen Rock borough,New Jersey,"  11,601.00 ","  11,593.00 ","  11,616.00 ","  11,703.00 ","  11,766.00 ","  11,843.00 ","  11,941.00 ","  11,987.00 ","  11,987.00 ","  12,045.00 "
71,34,3,26640,26640,0,1,A,Glen Rock borough,New Jersey,"  11,601.00 ","  11,593.00 ","  11,616.00 ","  11,703.00 ","  11,766.00 ","  11,843.00 ","  11,941.00 ","  11,987.00 ","  11,987.00 ","  12,045.00 "
61,34,3,0,28680,0,0,F,Hackensack city,New Jersey,"  43,010.00 ","  43,008.00 ","  43,078.00 ","  43,390.00 ","  43,611.00 ","  43,829.00 ","  44,628.00 ","  44,818.00 ","  44,904.00 ","  45,248.00 "
71,34,3,28680,28680,0,1,A,Hackensack city,New Jersey,"  43,010.00 ","  43,008.00 ","  43,078.00 ","  43,390.00 ","  43,611.00 ","  43,829.00 ","  44,628.00 ","  44,818.00 ","  44,904.00 ","  45,248.00 "
61,34,3,0,30150,0,0,F,Harrington Park borough,New Jersey,"  4,664.00 ","  4,666.00 ","  4,674.00 ","  4,719.00 ","  4,746.00 ","  4,774.00 ","  4,797.00 ","  4,824.00 ","  4,823.00 ","  4,846.00 "
71,34,3,30150,30150,0,1,A,Harrington Park borough,New Jersey,"  4,664.00 ","  4,666.00 ","  4,674.00 ","  4,719.00 ","  4,746.00 ","  4,774.00 ","  4,797.00 ","  4,824.00 ","  4,823.00 ","  4,846.00 "
61,34,3,0,30420,0,0,F,Hasbrouck Heights borough,New Jersey,"  11,842.00 ","  11,841.00 ","  11,862.00 ","  11,961.00 ","  12,028.00 ","  12,103.00 ","  12,170.00 ","  12,223.00 ","  12,227.00 ","  12,277.00 "
71,34,3,30420,30420,0,1,A,Hasbrouck Heights borough,New Jersey,"  11,842.00 ","  11,841.00 ","  11,862.00 ","  11,961.00 ","  12,028.00 ","  12,103.00 ","  12,170.00 ","  12,223.00 ","  12,227.00 ","  12,277.00 "
61,34,3,0,30540,0,0,F,Haworth borough,New Jersey,"  3,382.00 ","  3,382.00 ","  3,388.00 ","  3,420.00 ","  3,427.00 ","  3,452.00 ","  3,460.00 ","  3,469.00 ","  3,475.00 ","  3,497.00 "
71,34,3,30540,30540,0,1,A,Haworth borough,New Jersey,"  3,382.00 ","  3,382.00 ","  3,388.00 ","  3,420.00 ","  3,427.00 ","  3,452.00 ","  3,460.00 ","  3,469.00 ","  3,475.00 ","  3,497.00 "
61,34,3,0,31920,0,0,F,Hillsdale borough,New Jersey,"  10,219.00 ","  10,204.00 ","  10,219.00 ","  10,292.00 ","  10,390.00 ","  10,446.00 ","  10,487.00 ","  10,532.00 ","  10,546.00 ","  10,581.00 "
71,34,3,31920,31920,0,1,A,Hillsdale borough,New Jersey,"  10,219.00 ","  10,204.00 ","  10,219.00 ","  10,292.00 ","  10,390.00 ","  10,446.00 ","  10,487.00 ","  10,532.00 ","  10,546.00 ","  10,581.00 "
61,34,3,0,32310,0,0,F,Ho-Ho-Kus borough,New Jersey,"  4,078.00 ","  4,078.00 ","  4,082.00 ","  4,117.00 ","  4,131.00 ","  4,136.00 ","  4,157.00 ","  4,163.00 ","  4,156.00 ","  4,183.00 "
71,34,3,32310,32310,0,1,A,Ho-Ho-Kus borough,New Jersey,"  4,078.00 ","  4,078.00 ","  4,082.00 ","  4,117.00 ","  4,131.00 ","  4,136.00 ","  4,157.00 ","  4,163.00 ","  4,156.00 ","  4,183.00 "
61,34,3,0,40020,0,0,F,Leonia borough,New Jersey,"  8,937.00 ","  8,944.00 ","  8,960.00 ","  9,032.00 ","  9,085.00 ","  9,130.00 ","  9,169.00 ","  9,214.00 ","  9,226.00 ","  9,262.00 "
